learner_id,session_id,session_number,timestamp,learning_state,session_duration_minutes,questions_attempted,questions_completed,correct_answers,accuracy,average_response_time_seconds,hints_used,completion_rate,engagement_score,intervention_received,mastery_before,mastery_after,mastery_change,session_quality_score,data_source
learner_0016,session_0016_04,4,2026-01-14T09:00:00,needs_practice,19.76,11,9,4,0.3636,18.46,7,0.8182,0.512,False,0.7123,0.7315,0.0192,0.5069,[SANDBOX DATA]
learner_0016,session_0016_05,5,2026-01-18T09:00:00,struggling,17.36,9,4,5,0.5556,28.56,6,0.4444,0.3677,True,0.7315,0.7449,0.0135,0.4458,[SANDBOX DATA]
learner_0016,session_0016_06,6,2026-01-20T09:00:00,improving,20.36,19,17,13,0.6842,13.97,5,0.8947,0.7991,True,0.7449,0.8121,0.0672,0.7703,[SANDBOX DATA]
learner_0016,session_0016_07,7,2026-01-24T09:00:00,improving,22.46,12,11,6,0.5,16.01,2,0.9167,0.7937,False,0.8121,0.8579,0.0458,0.7296,[SANDBOX DATA]
learner_0016,session_0016_08,8,2026-01-26T09:00:00,improving,22.59,14,12,9,0.6429,9.97,4,0.8571,0.7985,False,0.8579,0.9051,0.0472,0.7418,[SANDBOX DATA]
learner_0016,session_0016_09,9,2026-01-30T09:00:00,improving,27.81,29,21,19,0.6552,17.09,4,0.7241,0.8698,True,0.9051,0.9592,0.0541,0.7567,[SANDBOX DATA]
learner_0016,session_0016_10,10,2026-01-31T09:00:00,improving,46.57,14,12,10,0.7143,14.87,1,0.8571,0.8181,False,0.9592,0.9845,0.0253,0.8136,[SANDBOX DATA]
learner_0016,session_0016_11,11,2026-02-03T09:00:00,improving,24.4,19,15,15,0.7895,6.87,4,0.7895,0.8847,True,0.9845,1.0,0.0155,0.8085,[SANDBOX DATA]
learner_0016,session_0016_12,12,2026-02-07T09:00:00,improving,21.26,10,10,7,0.7,19.78,2,1.0,0.7189,False,1.0,1.0,0.0,0.7988,[SANDBOX DATA]
learner_0017,session_0017_01,1,2026-01-01T09:00:00,mastered,12.15,10,8,9,0.9,10.41,2,0.8,0.8318,False,0.935,0.935,0.0,0.8414,[SANDBOX DATA]
learner_0017,session_0017_02,2,2026-01-05T09:00:00,mastered,20.56,16,15,15,0.9375,8.93,3,0.9375,0.8526,True,0.935,0.9427,0.0077,0.8955,[SANDBOX DATA]
learner_0017,session_0017_03,3,2026-01-06T09:00:00,mastered,14.73,12,12,11,0.9167,5.25,0,1.0,0.911,False,0.9427,0.9601,0.0174,0.953,[SANDBOX DATA]
learner_0017,session_0017_04,4,2026-01-09T09:00:00,needs_practice,29.02,12,9,7,0.5833,22.35,6,0.75,0.6855,False,0.9601,0.9997,0.0396,0.6288,[SANDBOX DATA]
learner_0017,session_0017_05,5,2026-01-15T09:00:00,needs_practice,22.64,15,10,7,0.4667,26.88,7,0.6667,0.7321,False,0.9997,0.9998,0.0,0.5831,[SANDBOX DATA]
learner_0017,session_0017_06,6,2026-01-21T09:00:00,needs_practice,35.69,11,8,7,0.6364,19.33,6,0.7273,0.6372,True,0.9998,1.0,0.0002,0.6229,[SANDBOX DATA]
learner_0017,session_0017_07,7,2026-01-24T09:00:00,needs_practice,30.72,12,9,10,0.8333,17.76,4,0.75,0.6278,False,1.0,1.0,0.0,0.7381,[SANDBOX DATA]
learner_0017,session_0017_08,8,2026-01-28T09:00:00,struggling,19.45,9,5,2,0.2222,38.86,7,0.5556,0.4149,False,1.0,1.0,0.0,0.3441,[SANDBOX DATA]
learner_0017,session_0017_09,9,2026-02-03T09:00:00,improving,27.04,10,8,6,0.6,18.38,2,0.8,0.7045,False,1.0,1.0,0.0,0.7109,[SANDBOX DATA]
learner_0018,session_0018_01,1,2026-01-01T09:00:00,struggling,58.88,10,6,4,0.4,24.57,6,0.6,0.271,False,0.0763,0.0763,0.0,0.4242,[SANDBOX DATA]
learner_0018,session_0018_02,2,2026-01-04T09:00:00,needs_practice,28.75,10,6,6,0.6,26.49,2,0.6,0.6229,True,0.0763,0.0763,0.0,0.6446,[SANDBOX DATA]
learner_0018,session_0018_03,3,2026-01-06T09:00:00,improving,18.81,14,11,10,0.7143,17.98,6,0.7857,0.7435,False,0.0763,0.1366,0.0603,0.7094,[SANDBOX DATA]
learner_0018,session_0018_04,4,2026-01-09T09:00:00,improving,32.97,8,6,6,0.75,15.05,2,0.75,0.6612,False,0.1366,0.1624,0.0258,0.7322,[SANDBOX DATA]
learner_0018,session_0018_05,5,2026-01-13T09:00:00,mastered,12.25,18,16,14,0.7778,6.52,2,0.8889,0.7965,False,0.1624,0.176,0.0136,0.8315,[SANDBOX DATA]
learner_0018,session_0018_06,6,2026-01-19T09:00:00,mastered,16.18,17,15,16,0.9412,7.71,2,0.8824,0.8756,False,0.176,0.176,0.0,0.9016,[SANDBOX DATA]
learner_0018,session_0018_07,7,2026-01-21T09:00:00,mastered,7.82,15,15,14,0.9333,9.57,1,1.0,0.6898,True,0.176,0.2162,0.0401,0.9013,[SANDBOX DATA]
learner_0018,session_0018_08,8,2026-01-24T09:00:00,mastered,23.73,12,10,9,0.75,8.03,0,0.8333,0.9305,True,0.2162,0.2274,0.0113,0.8569,[SANDBOX DATA]
learner_0018,session_0018_09,9,2026-01-25T09:00:00,mastered,14.87,16,16,14,0.875,11.86,0,1.0,0.909,False,0.2274,0.2766,0.0492,0.9381,[SANDBOX DATA]
learner_0019,session_0019_01,1,2026-01-01T09:00:00,mastered,26.84,19,17,18,0.9474,11.35,3,0.8947,0.8394,True,0.8255,0.8493,0.0237,0.8916,[SANDBOX DATA]
learner_0019,session_0019_02,2,2026-01-04T09:00:00,mastered,20.48,20,20,18,0.9,12.43,0,1.0,0.9023,False,0.8493,0.8651,0.0158,0.9455,[SANDBOX DATA]
learner_0019,session_0019_03,3,2026-01-08T09:00:00,mastered,20.46,13,13,13,1.0,8.41,1,1.0,0.9712,False,0.8651,0.8651,0.0,0.9789,[SANDBOX DATA]
learner_0019,session_0019_04,4,2026-01-13T09:00:00,mastered,30.11,11,10,9,0.8182,6.1,0,0.9091,0.8407,False,0.8651,0.9216,0.0565,0.8818,[SANDBOX DATA]
learner_0019,session_0019_05,5,2026-01-19T09:00:00,mastered,25.99,9,9,8,0.8889,5.38,0,1.0,0.8024,False,0.9216,0.9263,0.0046,0.9216,[SANDBOX DATA]
learner_0019,session_0019_06,6,2026-01-22T09:00:00,mastered,22.61,13,13,12,0.9231,12.18,3,1.0,0.8002,False,0.9263,0.9485,0.0222,0.887,[SANDBOX DATA]
learner_0019,session_0019_07,7,2026-01-26T09:00:00,mastered,30.22,13,12,11,0.8462,10.96,0,0.9231,0.8708,True,0.9485,0.9588,0.0103,0.9011,[SANDBOX DATA]
learner_0019,session_0019_08,8,2026-01-27T09:00:00,mastered,18.27,19,16,16,0.8421,10.68,4,0.8421,0.9335,False,0.9588,0.9731,0.0143,0.8499,[SANDBOX DATA]
learner_0020,session_0020_01,1,2026-01-01T09:00:00,mastered,20.05,16,16,14,0.875,8.6,1,1.0,0.8443,False,0.8304,0.8496,0.0192,0.9126,[SANDBOX DATA]
learner_0020,session_0020_02,2,2026-01-06T09:00:00,mastered,22.02,17,15,15,0.8824,8.24,3,0.8824,0.8079,False,0.8496,0.8496,0.0,0.8557,[SANDBOX DATA]
learner_0020,session_0020_03,3,2026-01-10T09:00:00,mastered,26.55,17,14,14,0.8235,10.5,3,0.8235,0.8575,False,0.8496,0.858,0.0085,0.8303,[SANDBOX DATA]
learner_0020,session_0020_04,4,2026-01-13T09:00:00,mastered,37.63,24,21,24,1.0,6.15,1,0.875,0.8882,False,0.858,0.8587,0.0006,0.9381,[SANDBOX DATA]
learner_0020,session_0020_05,5,2026-01-15T09:00:00,mastered,10.01,26,26,25,0.9615,8.71,4,1.0,0.8023,False,0.8587,0.886,0.0273,0.9162,[SANDBOX DATA]
learner_0020,session_0020_06,6,2026-01-17T09:00:00,mastered,15.33,13,12,12,0.9231,7.32,1,0.9231,0.9597,False,0.886,0.886,0.0,0.9304,[SANDBOX DATA]
learner_0020,session_0020_07,7,2026-01-18T09:00:00,mastered,11.58,21,19,17,0.8095,7.55,1,0.9048,0.9858,False,0.886,0.9012,0.0152,0.8972,[SANDBOX DATA]
learner_0020,session_0020_08,8,2026-01-21T09:00:00,improving,28.04,15,15,11,0.7333,18.85,0,1.0,0.7095,False,0.9012,0.9453,0.0441,0.8486,[SANDBOX DATA]
learner_0020,session_0020_09,9,2026-01-22T09:00:00,improving,24.02,14,11,12,0.8571,14.99,6,0.7857,0.8413,True,0.9453,1.0,0.0547,0.779,[SANDBOX DATA]
learner_0020,session_0020_10,10,2026-01-27T09:00:00,mastered,14.86,18,18,16,0.8889,11.58,0,1.0,0.9536,False,1.0,1.0,0.0,0.9518,[SANDBOX DATA]
learner_0020,session_0020_11,11,2026-02-02T09:00:00,mastered,16.17,6,5,5,0.8333,11.01,0,0.8333,0.8809,False,1.0,1.0,0.0,0.8762,[SANDBOX DATA]
learner_0021,session_0021_01,1,2026-01-01T09:00:00,struggling,26.61,4,3,1,0.25,40.9,3,0.75,0.4634,False,0.0867,0.0953,0.0086,0.4177,[SANDBOX DATA]
learner_0021,session_0021_02,2,2026-01-06T09:00:00,struggling,31.72,9,5,3,0.3333,56.79,6,0.5556,0.2857,False,0.0953,0.0953,0.0,0.3794,[SANDBOX DATA]
learner_0021,session_0021_03,3,2026-01-08T09:00:00,struggling,19.26,14,8,6,0.4286,46.89,6,0.5714,0.4505,True,0.0953,0.1139,0.0186,0.4972,[SANDBOX DATA]
learner_0021,session_0021_04,4,2026-01-13T09:00:00,needs_practice,21.21,14,10,8,0.5714,24.33,4,0.7143,0.7328,False,0.1139,0.1495,0.0356,0.668,[SANDBOX DATA]
learner_0021,session_0021_05,5,2026-01-14T09:00:00,struggling,25.93,11,7,3,0.2727,19.78,4,0.6364,0.3135,True,0.1495,0.1941,0.0446,0.4445,[SANDBOX DATA]
learner_0021,session_0021_06,6,2026-01-20T09:00:00,struggling,11.49,12,6,3,0.25,27.59,7,0.5,0.4155,False,0.1941,0.2276,0.0335,0.3789,[SANDBOX DATA]
learner_0021,session_0021_07,7,2026-01-22T09:00:00,needs_practice,45.78,12,8,5,0.4167,15.46,4,0.6667,0.7512,True,0.2276,0.3038,0.0762,0.5961,[SANDBOX DATA]
learner_0021,session_0021_08,8,2026-01-23T09:00:00,needs_practice,15.44,16,10,9,0.5625,17.41,2,0.625,0.6056,False,0.3038,0.3038,0.0,0.6492,[SANDBOX DATA]
learner_0021,session_0021_09,9,2026-01-26T09:00:00,needs_practice,18.19,15,10,8,0.5333,19.25,1,0.6667,0.6753,True,0.3038,0.342,0.0382,0.6751,[SANDBOX DATA]
learner_0022,session_0022_01,1,2026-01-01T09:00:00,needs_practice,35.85,8,6,5,0.625,16.84,2,0.75,0.4795,True,0.462,0.5201,0.0581,0.6521,[SANDBOX DATA]
learner_0022,session_0022_02,2,2026-01-02T09:00:00,struggling,21.52,11,6,4,0.3636,32.21,3,0.5455,0.4109,False,0.5201,0.5427,0.0227,0.4913,[SANDBOX DATA]
learner_0022,session_0022_03,3,2026-01-03T09:00:00,needs_practice,20.13,14,9,8,0.5714,22.12,3,0.6429,0.6341,True,0.5427,0.5462,0.0034,0.6447,[SANDBOX DATA]
learner_0022,session_0022_04,4,2026-01-08T09:00:00,improving,18.21,13,13,8,0.6154,10.56,7,1.0,0.743,False,0.5462,0.5811,0.0349,0.7063,[SANDBOX DATA]
learner_0022,session_0022_05,5,2026-01-12T09:00:00,mastered,16.58,8,8,7,0.875,5.77,0,1.0,0.9637,False,0.5811,0.5936,0.0125,0.949,[SANDBOX DATA]
learner_0022,session_0022_06,6,2026-01-14T09:00:00,improving,28.67,11,10,7,0.6364,18.17,2,0.9091,0.8498,False,0.5936,0.5982,0.0046,0.7836,[SANDBOX DATA]
learner_0022,session_0022_07,7,2026-01-19T09:00:00,mastered,24.57,19,19,18,0.9474,10.91,3,1.0,0.8605,False,0.5982,0.6068,0.0086,0.9221,[SANDBOX DATA]
learner_0022,session_0022_08,8,2026-01-23T09:00:00,mastered,15.3,15,15,15,1.0,7.63,1,1.0,0.9108,False,0.6068,0.6219,0.0152,0.9688,[SANDBOX DATA]
learner_0023,session_0023_01,1,2026-01-01T09:00:00,improving,41.96,16,14,13,0.8125,17.75,4,0.875,0.7285,False,0.6945,0.7638,0.0692,0.7988,[SANDBOX DATA]
learner_0023,session_0023_02,2,2026-01-05T09:00:00,improving,18.53,13,10,8,0.6154,12.4,2,0.7692,0.7373,True,0.7638,0.8058,0.042,0.7244,[SANDBOX DATA]
learner_0023,session_0023_03,3,2026-01-09T09:00:00,improving,32.54,14,12,10,0.7143,18.37,1,0.8571,0.7707,False,0.8058,0.8989,0.0931,0.8041,[SANDBOX DATA]
learner_0023,session_0023_04,4,2026-01-13T09:00:00,improving,18.15,26,23,16,0.6154,17.39,5,0.8846,0.7985,False,0.8989,0.9457,0.0469,0.7578,[SANDBOX DATA]
learner_0023,session_0023_05,5,2026-01-19T09:00:00,mastered,26.42,17,17,14,0.8235,7.71,2,1.0,0.8676,False,0.9457,0.9813,0.0355,0.8882,[SANDBOX DATA]
learner_0023,session_0023_06,6,2026-01-21T09:00:00,mastered,31.24,18,18,14,0.7778,10.54,2,1.0,0.7931,False,0.9813,1.0,0.0187,0.8586,[SANDBOX DATA]
learner_0023,session_0023_07,7,2026-01-26T09:00:00,mastered,18.41,18,17,15,0.8333,6.88,1,0.9444,0.7006,False,1.0,1.0,0.0,0.8568,[SANDBOX DATA]
learner_0023,session_0023_08,8,2026-01-30T09:00:00,mastered,20.03,14,14,13,0.9286,9.0,0,1.0,0.8913,False,1.0,1.0,0.0,0.9533,[SANDBOX DATA]
learner_0024,session_0024_01,1,2026-01-01T09:00:00,mastered,14.27,28,28,27,0.9643,9.18,2,1.0,0.8352,False,0.8018,0.8321,0.0303,0.9402,[SANDBOX DATA]
learner_0024,session_0024_02,2,2026-01-03T09:00:00,mastered,18.26,23,23,18,0.7826,10.31,2,1.0,0.8799,False,0.8321,0.8525,0.0204,0.8825,[SANDBOX DATA]
learner_0024,session_0024_03,3,2026-01-07T09:00:00,mastered,31.25,8,7,8,1.0,7.51,0,0.875,0.8284,False,0.8525,0.8809,0.0285,0.9344,[SANDBOX DATA]
learner_0024,session_0024_04,4,2026-01-13T09:00:00,mastered,11.22,18,16,17,0.9444,12.08,2,0.8889,0.6608,False,0.8809,0.9173,0.0363,0.8627,[SANDBOX DATA]
learner_0024,session_0024_05,5,2026-01-17T09:00:00,mastered,13.84,10,10,9,0.9,8.36,2,1.0,1.0,False,0.9173,0.9431,0.0259,0.925,[SANDBOX DATA]
learner_0024,session_0024_06,6,2026-01-19T09:00:00,needs_practice,39.07,9,7,2,0.2222,10.63,4,0.7778,0.6291,True,0.9431,1.0,0.0569,0.5092,[SANDBOX DATA]
learner_0024,session_0024_07,7,2026-01-20T09:00:00,needs_practice,33.37,5,4,2,0.4,32.97,2,0.8,0.6174,True,1.0,1.0,0.0,0.5835,[SANDBOX DATA]
learner_0024,session_0024_08,8,2026-01-25T09:00:00,struggling,24.59,13,8,7,0.5385,30.26,7,0.6154,0.5502,False,1.0,1.0,0.0,0.5447,[SANDBOX DATA]
learner_0024,session_0024_09,9,2026-01-30T09:00:00,struggling,16.82,10,7,5,0.5,25.47,7,0.7,0.3917,False,1.0,1.0,0.0,0.4883,[SANDBOX DATA]
learner_0025,session_0025_01,1,2026-01-01T09:00:00,improving,28.54,14,11,9,0.6429,14.25,2,0.7857,0.8389,True,0.614,0.6657,0.0517,0.7606,[SANDBOX DATA]
learner_0025,session_0025_02,2,2026-01-03T09:00:00,mastered,21.99,14,13,13,0.9286,10.16,0,0.9286,0.8132,False,0.6657,0.6996,0.0339,0.9198,[SANDBOX DATA]
learner_0025,session_0025_03,3,2026-01-04T09:00:00,mastered,15.15,13,13,12,0.9231,10.26,0,1.0,0.9597,False,0.6996,0.7011,0.0014,0.965,[SANDBOX DATA]
learner_0025,session_0025_04,4,2026-01-05T09:00:00,mastered,15.37,24,24,20,0.8333,7.61,0,1.0,0.8959,False,0.7011,0.7187,0.0176,0.9209,[SANDBOX DATA]
learner_0025,session_0025_05,5,2026-01-06T09:00:00,mastered,19.69,18,17,17,0.9444,12.36,0,0.9444,0.742,False,0.7187,0.7494,0.0307,0.9151,[SANDBOX DATA]
learner_0025,session_0025_06,6,2026-01-09T09:00:00,mastered,12.21,9,8,8,0.8889,10.83,3,0.8889,0.8923,False,0.7494,0.7829,0.0336,0.8451,[SANDBOX DATA]
learner_0025,session_0025_07,7,2026-01-11T09:00:00,mastered,13.68,9,9,9,1.0,7.64,1,1.0,0.7987,True,0.7829,0.8452,0.0622,0.9375,[SANDBOX DATA]
learner_0025,session_0025_08,8,2026-01-12T09:00:00,mastered,18.28,24,24,19,0.7917,7.34,0,1.0,1.0,False,0.8452,0.8645,0.0193,0.9271,[SANDBOX DATA]
learner_0025,session_0025_09,9,2026-01-14T09:00:00,mastered,17.06,17,17,15,0.8824,9.43,1,1.0,0.8994,False,0.8645,0.8789,0.0144,0.9269,[SANDBOX DATA]
learner_0025,session_0025_10,10,2026-01-16T09:00:00,improving,19.39,13,12,9,0.6923,12.81,1,0.9231,0.8653,False,0.8789,0.9732,0.0943,0.8307,[SANDBOX DATA]
learner_0025,session_0025_11,11,2026-01-22T09:00:00,improving,18.95,12,10,10,0.8333,14.5,3,0.8333,0.8016,False,0.9732,1.0,0.0268,0.8103,[SANDBOX DATA]
learner_0025,session_0025_12,12,2026-01-27T09:00:00,mastered,14.55,15,14,13,0.8667,6.25,0,0.9333,0.9237,False,1.0,1.0,0.0,0.9214,[SANDBOX DATA]
learner_0026,session_0026_01,1,2026-01-01T09:00:00,needs_practice,21.76,7,5,4,0.5714,28.7,4,0.7143,0.4791,False,0.5257,0.5502,0.0244,0.5601,[SANDBOX DATA]
learner_0026,session_0026_02,2,2026-01-07T09:00:00,needs_practice,34.27,15,9,7,0.4667,25.16,3,0.6,0.5415,True,0.5502,0.5726,0.0224,0.5816,[SANDBOX DATA]
learner_0026,session_0026_03,3,2026-01-10T09:00:00,needs_practice,30.92,20,16,13,0.65,13.85,8,0.8,0.5865,False,0.5726,0.6217,0.0491,0.6648,[SANDBOX DATA]
learner_0026,session_0026_04,4,2026-01-12T09:00:00,needs_practice,44.16,7,5,4,0.5714,23.27,1,0.7143,0.6233,False,0.6217,0.6593,0.0376,0.6747,[SANDBOX DATA]
learner_0026,session_0026_05,5,2026-01-13T09:00:00,needs_practice,35.32,14,10,11,0.7857,28.94,9,0.7143,0.4871,True,0.6593,0.7048,0.0455,0.6224,[SANDBOX DATA]
learner_0026,session_0026_06,6,2026-01-16T09:00:00,needs_practice,29.35,4,3,2,0.5,34.04,0,0.75,0.5812,False,0.7048,0.7522,0.0474,0.6787,[SANDBOX DATA]
learner_0026,session_0026_07,7,2026-01-19T09:00:00,needs_practice,20.05,7,5,4,0.5714,22.81,2,0.7143,0.5525,False,0.7522,0.794,0.0418,0.6319,[SANDBOX DATA]
learner_0026,session_0026_08,8,2026-01-20T09:00:00,needs_practice,44.86,12,8,8,0.6667,18.65,1,0.6667,0.7515,True,0.794,0.8317,0.0376,0.7336,[SANDBOX DATA]
learner_0026,session_0026_09,9,2026-01-26T09:00:00,needs_practice,52.74,16,10,4,0.25,20.74,7,0.625,0.7065,False,0.8317,0.8472,0.0156,0.4976,[SANDBOX DATA]
learner_0026,session_0026_10,10,2026-01-30T09:00:00,needs_practice,15.34,12,8,6,0.5,36.69,5,0.6667,0.7244,True,0.8472,0.9039,0.0566,0.6032,[SANDBOX DATA]
learner_0026,session_0026_11,11,2026-02-04T09:00:00,needs_practice,20.93,14,10,7,0.5,25.07,2,0.7143,0.6554,False,0.9039,0.9128,0.009,0.6561,[SANDBOX DATA]
learner_0027,session_0027_01,1,2026-01-01T09:00:00,struggling,30.56,11,7,5,0.4545,26.46,5,0.6364,0.4819,True,0.1865,0.2103,0.0238,0.5237,[SANDBOX DATA]
learner_0027,session_0027_02,2,2026-01-05T09:00:00,struggling,24.3,10,5,4,0.4,19.19,5,0.5,0.4811,False,0.2103,0.2349,0.0246,0.4612,[SANDBOX DATA]
learner_0027,session_0027_03,3,2026-01-11T09:00:00,struggling,20.28,11,6,3,0.2727,19.6,7,0.5455,0.2393,True,0.2349,0.2465,0.0116,0.3524,[SANDBOX DATA]
learner_0027,session_0027_04,4,2026-01-12T09:00:00,struggling,19.92,6,3,2,0.3333,34.85,3,0.5,0.3978,True,0.2465,0.3034,0.0569,0.4212,[SANDBOX DATA]
learner_0027,session_0027_05,5,2026-01-18T09:00:00,needs_practice,29.24,10,6,5,0.5,12.79,3,0.6,0.4819,True,0.3034,0.3281,0.0247,0.5614,[SANDBOX DATA]
learner_0027,session_0027_06,6,2026-01-21T09:00:00,needs_practice,27.39,18,11,8,0.4444,29.4,9,0.6111,0.6768,False,0.3281,0.3389,0.0108,0.5437,[SANDBOX DATA]
learner_0027,session_0027_07,7,2026-01-25T09:00:00,improving,29.71,14,12,10,0.7143,7.76,3,0.8571,0.7514,False,0.3389,0.3855,0.0466,0.7717,[SANDBOX DATA]
learner_0027,session_0027_08,8,2026-01-28T09:00:00,improving,26.22,15,15,11,0.7333,20.64,3,1.0,0.81,False,0.3855,0.4437,0.0581,0.8287,[SANDBOX DATA]
learner_0027,session_0027_09,9,2026-02-03T09:00:00,needs_practice,39.59,13,11,6,0.4615,21.68,5,0.8462,0.7786,True,0.4437,0.4865,0.0429,0.6519,[SANDBOX DATA]
learner_0028,session_0028_01,1,2026-01-01T09:00:00,struggling,18.22,6,4,2,0.3333,20.13,2,0.6667,0.4281,True,0.1953,0.1953,0.0,0.5023,[SANDBOX DATA]
learner_0028,session_0028_02,2,2026-01-02T09:00:00,struggling,45.3,13,9,4,0.3077,38.22,4,0.6923,0.4899,True,0.1953,0.2463,0.051,0.5172,[SANDBOX DATA]
learner_0028,session_0028_03,3,2026-01-08T09:00:00,needs_practice,19.63,11,9,6,0.5455,33.3,3,0.8182,0.7063,False,0.2463,0.2812,0.0349,0.6822,[SANDBOX DATA]
learner_0028,session_0028_04,4,2026-01-09T09:00:00,needs_practice,47.65,11,7,6,0.5455,24.23,6,0.6364,0.6609,True,0.2812,0.3213,0.0401,0.5731,[SANDBOX DATA]
learner_0028,session_0028_05,5,2026-01-14T09:00:00,struggling,24.93,6,4,2,0.3333,16.07,5,0.6667,0.4508,True,0.3213,0.3213,0.0,0.4068,[SANDBOX DATA]
learner_0028,session_0028_06,6,2026-01-20T09:00:00,struggling,20.61,13,8,7,0.5385,40.42,7,0.6154,0.3606,True,0.3213,0.3601,0.0388,0.5067,[SANDBOX DATA]
learner_0028,session_0028_07,7,2026-01-24T09:00:00,needs_practice,27.86,8,6,4,0.5,14.05,3,0.75,0.7541,True,0.3601,0.3802,0.0201,0.6383,[SANDBOX DATA]
learner_0028,session_0028_08,8,2026-01-28T09:00:00,needs_practice,38.68,6,4,3,0.5,17.29,1,0.6667,0.6349,False,0.3802,0.3802,0.0,0.6353,[SANDBOX DATA]
learner_0028,session_0028_09,9,2026-01-31T09:00:00,needs_practice,30.84,11,7,9,0.8182,15.13,3,0.6364,0.5762,False,0.3802,0.4339,0.0537,0.7062,[SANDBOX DATA]
learner_0028,session_0028_10,10,2026-02-02T09:00:00,needs_practice,35.09,8,7,3,0.375,32.83,1,0.875,0.5088,False,0.4339,0.4557,0.0218,0.6268,[SANDBOX DATA]
learner_0028,session_0028_11,11,2026-02-04T09:00:00,needs_practice,50.15,12,8,7,0.5833,16.44,2,0.6667,0.4718,False,0.4557,0.5055,0.0498,0.6319,[SANDBOX DATA]
learner_0028,session_0028_12,12,2026-02-08T09:00:00,needs_practice,33.89,10,7,5,0.5,15.83,6,0.7,0.7818,False,0.5055,0.5055,0.0,0.5864,[SANDBOX DATA]
learner_0029,session_0029_01,1,2026-01-01T09:00:00,struggling,17.51,16,10,9,0.5625,30.63,10,0.625,0.4699,False,0.3304,0.3304,0.0,0.5221,[SANDBOX DATA]
learner_0029,session_0029_02,2,2026-01-06T09:00:00,struggling,16.02,8,5,1,0.125,29.37,5,0.625,0.4654,False,0.3304,0.3304,0.0,0.3681,[SANDBOX DATA]
learner_0029,session_0029_03,3,2026-01-08T09:00:00,struggling,27.24,15,8,8,0.5333,21.24,10,0.5333,0.335,False,0.3304,0.3341,0.0037,0.4537,[SANDBOX DATA]
learner_0029,session_0029_04,4,2026-01-10T09:00:00,struggling,16.97,5,3,2,0.4,33.01,3,0.6,0.4264,True,0.3341,0.3503,0.0162,0.4553,[SANDBOX DATA]
learner_0029,session_0029_05,5,2026-01-11T09:00:00,struggling,24.27,9,5,2,0.2222,35.79,4,0.5556,0.4257,True,0.3503,0.3836,0.0332,0.4129,[SANDBOX DATA]
learner_0029,session_0029_06,6,2026-01-12T09:00:00,struggling,18.64,10,5,3,0.3,26.31,5,0.5,0.3803,True,0.3836,0.3972,0.0137,0.4061,[SANDBOX DATA]
learner_0029,session_0029_07,7,2026-01-16T09:00:00,needs_practice,25.68,11,9,7,0.6364,20.57,5,0.8182,0.6557,True,0.3972,0.4566,0.0594,0.6675,[SANDBOX DATA]
learner_0029,session_0029_08,8,2026-01-18T09:00:00,needs_practice,34.76,14,10,6,0.4286,15.71,6,0.7143,0.4691,True,0.4566,0.4566,0.0,0.5367,[SANDBOX DATA]
learner_0029,session_0029_09,9,2026-01-23T09:00:00,needs_practice,19.6,11,9,8,0.7273,17.94,4,0.8182,0.59,False,0.4566,0.4566,0.0,0.7044,[SANDBOX DATA]
learner_0030,session_0030_01,1,2026-01-01T09:00:00,mastered,12.44,23,22,20,0.8696,7.46,2,0.9565,0.9586,False,0.948,0.9506,0.0025,0.9178,[SANDBOX DATA]
learner_0030,session_0030_02,2,2026-01-07T09:00:00,mastered,20.73,11,10,9,0.8182,8.46,0,0.9091,0.8214,False,0.9506,0.9683,0.0178,0.8779,[SANDBOX DATA]
learner_0030,session_0030_03,3,2026-01-08T09:00:00,mastered,16.2,16,15,14,0.875,8.54,1,0.9375,0.9483,False,0.9683,0.9868,0.0185,0.9178,[SANDBOX DATA]
learner_0030,session_0030_04,4,2026-01-14T09:00:00,mastered,38.11,23,22,23,1.0,9.66,3,0.9565,0.8545,False,0.9868,0.9868,0.0,0.9339,[SANDBOX DATA]
learner_0030,session_0030_05,5,2026-01-20T09:00:00,mastered,19.97,16,16,11,0.6875,8.79,1,1.0,0.8151,False,0.9868,0.9907,0.0039,0.8412,[SANDBOX DATA]
learner_0030,session_0030_06,6,2026-01-25T09:00:00,mastered,18.59,12,10,11,0.9167,8.13,1,0.8333,0.9371,False,0.9907,1.0,0.0093,0.8999,[SANDBOX DATA]
learner_0030,session_0030_07,7,2026-01-27T09:00:00,mastered,12.28,24,21,22,0.9167,10.36,0,0.875,0.8408,False,1.0,1.0,0.0,0.9077,[SANDBOX DATA]
learner_0030,session_0030_08,8,2026-01-31T09:00:00,mastered,12.15,11,10,11,1.0,9.76,0,0.9091,0.8845,False,1.0,1.0,0.0,0.9542,[SANDBOX DATA]
learner_0031,session_0031_01,1,2026-01-01T09:00:00,improving,15.24,12,12,9,0.75,9.29,6,1.0,0.7291,False,0.6244,0.6854,0.0611,0.7583,[SANDBOX DATA]
learner_0031,session_0031_02,2,2026-01-02T09:00:00,improving,23.06,8,6,4,0.5,10.95,2,0.75,0.8882,True,0.6854,0.7303,0.0449,0.6901,[SANDBOX DATA]
learner_0031,session_0031_03,3,2026-01-04T09:00:00,improving,22.95,10,8,7,0.7,16.89,4,0.8,0.6919,False,0.7303,0.7756,0.0453,0.7034,[SANDBOX DATA]
